id,vertical,sector,macro_theme,problem_title,severity_score,urgency_score,frequency_score,opportunity_score,ai_fit_score,solution_direction
community_forum--job_opportunity_trap,Community Forum,community,fraud,Users chasing Community Forum opportunities fall into fake jobs or business offers,83,89,79,83,59,"Listing verification, recruiter proofing, and payout-safe workflows."
community_forum--rental_listing_fraud,Community Forum,community,fraud,Users searching Community Forum listings cannot tell fake inventory from real supply,82,76,73,78,54,"Listing authenticity scoring, owner proof, and anti-escrow fraud protections."
community_forum--investment_scam,Community Forum,community,fraud,Users are lured into fake Community Forum investment or yield schemes,93,88,68,84,48,"Investment verification rails, high-risk claim detection, and suspicious transfer intervention."
community_forum--seller_trust_gap,Community Forum,community,marketplace,Users do not trust whether a Community Forum seller or provider is real,79,79,86,82,64,"Seller trust graphs, transaction guarantees, and identity-backed reputation."
community_forum--fake_reviews,Community Forum,community,trust,"Users cannot trust reviews, ratings, or testimonials in Community Forum",74,72,89,78,69,"Review authenticity, verified outcomes, and anomaly-based reputation scoring."
community_forum--delivery_confusion,Community Forum,community,operations,Users struggle to understand real delivery status in Community Forum,72,72,88,77,73,"Verified status feeds, exception alerts, and unified tracking UX."
community_forum--refund_delay,Community Forum,community,payments,Users cannot predict when Community Forum refunds will actually arrive,76,70,84,78,75,"Refund timelines, bank-status translation, and self-serve refund intelligence."
community_forum--billing_confusion,Community Forum,community,payments,"Users do not understand Community Forum charges, renewals, or fee structure",77,73,87,80,77,"Explainable billing, charge provenance, and proactive anomaly notices."
community_forum--subscription_cancellation,Community Forum,community,payments,Users cannot cancel or downgrade Community Forum subscriptions cleanly,71,69,82,73,70,"Transparent offboarding, downgrade alternatives, and friction analytics."
community_forum--account_takeover,Community Forum,community,identity,Users lose access to Community Forum accounts through takeover or session theft,89,90,76,86,67,"Session risk scoring, recovery hardening, and impossible-travel style anomaly controls."
community_forum--password_reset_pain,Community Forum,community,identity,Users hit dead ends in Community Forum password reset and recovery flows,69,72,85,76,72,"Adaptive recovery routing, identity proofing, and state-aware help flows."
community_forum--otp_mfa_fatigue,Community Forum,community,identity,Users in Community Forum face OTP and MFA fatigue without feeling truly protected,75,69,74,74,65,"Phishing-resistant auth, prompt abuse detection, and human-readable risk cues."
community_forum--support_wait_time,Community Forum,community,support,Users cannot reach useful human support quickly in Community Forum,77,71,90,80,78,"Intent-aware routing, better escalation triggers, and queue transparency."
community_forum--self_service_failure,Community Forum,community,support,Users try self-service in Community Forum but still end up stuck,73,71,91,79,83,"Resolution-focused knowledge design, step validation, and failure-loop analytics."
community_forum--ai_handoff_gap,Community Forum,community,support,Users in Community Forum get trapped between AI help and human help,76,78,83,80,89,"Conversation memory, escalation contracts, and bot-to-human state transfer."
community_forum--feedback_void,Community Forum,community,support,Users report problems in Community Forum but feel nothing changes,65,65,78,70,68,Closed-loop feedback orchestration and action-trace dashboards.
community_forum--privacy_transparency_gap,Community Forum,community,privacy,Users do not understand how Community Forum uses personal data,70,62,80,73,69,"Plain-language data notices, purpose-level controls, and permission history."
community_forum--onboarding_dropoff,Community Forum,community,conversion,Users abandon Community Forum onboarding before seeing value,68,65,88,76,76,"Risk-adaptive onboarding, progressive profiling, and abandonment analytics."
community_forum--checkout_abandonment,Community Forum,community,conversion,Users in Community Forum abandon checkout when trust or cost changes too late,74,72,86,80,74,"Transparent checkout, pre-verified totals, and trust-state messaging."
community_forum--hidden_fees,Community Forum,community,payments,Users discover hidden or confusing fees in Community Forum too late,72,71,79,75,68,"Price breakdowns, fee explainers, and cost-delta warnings."
community_forum--official_channel_confusion,Community Forum,community,trust,Users cannot tell which Community Forum channels are official and safe,84,88,82,84,60,"Official-channel registries, signed notifications, and trust-verification UX."
community_forum--knowledge_fragmentation,Community Forum,community,support,"Users in Community Forum get contradictory answers across help content, AI, and agents",69,63,77,72,81,"Unified knowledge graph, answer verification, and source-aware support systems."
community_forum--identity_proofing_friction,Community Forum,community,identity,Legitimate users in Community Forum fail identity proofing while fraudsters still slip through,80,75,71,78,71,"Adaptive proofing, low-friction trust signals, and fallback recovery lanes."
creator_tools--imposter_scam,Creator Tools,community,fraud,Users cannot tell real Creator Tools outreach from imposter scams,92,83,81,86,64,"Trust verification layer, message provenance, and outbound notice registry."
creator_tools--social_media_scam,Creator Tools,community,fraud,Users get pulled from social feeds into fake Creator Tools offers,89,84,86,86,59,"Link reputation, seller verification, and ad-to-checkout risk scoring."
creator_tools--deepfake_voice_fraud,Creator Tools,community,fraud,Users are vulnerable to deepfake or voice-clone fraud in Creator Tools,93,90,68,86,52,"Out-of-band verification, secure callback flows, and synthetic-media detection."
creator_tools--phishing_login_flow,Creator Tools,community,identity,Users are tricked into phishing flows that mimic official Creator Tools login pages,94,94,75,88,57,"Phishing-resistant authentication, origin validation, and login anomaly detection."
creator_tools--job_opportunity_trap,Creator Tools,community,fraud,Users chasing Creator Tools opportunities fall into fake jobs or business offers,86,89,73,83,61,"Listing verification, recruiter proofing, and payout-safe workflows."
creator_tools--rental_listing_fraud,Creator Tools,community,fraud,Users searching Creator Tools listings cannot tell fake inventory from real supply,85,76,67,78,56,"Listing authenticity scoring, owner proof, and anti-escrow fraud protections."
creator_tools--investment_scam,Creator Tools,community,fraud,Users are lured into fake Creator Tools investment or yield schemes,96,88,63,84,49,"Investment verification rails, high-risk claim detection, and suspicious transfer intervention."
creator_tools--seller_trust_gap,Creator Tools,community,marketplace,Users do not trust whether a Creator Tools seller or provider is real,82,79,79,81,66,"Seller trust graphs, transaction guarantees, and identity-backed reputation."
creator_tools--fake_reviews,Creator Tools,community,trust,"Users cannot trust reviews, ratings, or testimonials in Creator Tools",76,72,82,78,71,"Review authenticity, verified outcomes, and anomaly-based reputation scoring."
creator_tools--delivery_confusion,Creator Tools,community,operations,Users struggle to understand real delivery status in Creator Tools,74,72,81,76,75,"Verified status feeds, exception alerts, and unified tracking UX."
creator_tools--refund_delay,Creator Tools,community,payments,Users cannot predict when Creator Tools refunds will actually arrive,78,70,77,77,77,"Refund timelines, bank-status translation, and self-serve refund intelligence."
creator_tools--billing_confusion,Creator Tools,community,payments,"Users do not understand Creator Tools charges, renewals, or fee structure",80,73,80,79,79,"Explainable billing, charge provenance, and proactive anomaly notices."
creator_tools--subscription_cancellation,Creator Tools,community,payments,Users cannot cancel or downgrade Creator Tools subscriptions cleanly,74,69,75,73,72,"Transparent offboarding, downgrade alternatives, and friction analytics."
creator_tools--account_takeover,Creator Tools,community,identity,Users lose access to Creator Tools accounts through takeover or session theft,92,90,70,86,69,"Session risk scoring, recovery hardening, and impossible-travel style anomaly controls."
creator_tools--password_reset_pain,Creator Tools,community,identity,Users hit dead ends in Creator Tools password reset and recovery flows,72,72,78,75,74,"Adaptive recovery routing, identity proofing, and state-aware help flows."
